geliþ_zamaný,týr_plakasý,ülke,20_ton_adet,30_ton_adet,yük_miktarý,maliyet
1300,41_kostu_683,Neverland,0,1,30,30000
1300,41_kostu_311,Neverland,0,1,30,30000
1300,41_kostu_995,Neverland,1,0,20,20000
1300,41_kostu_850,Neverland,1,0,20,20000
1300,41_kostu_164,Mordor,1,0,20,20000
1300,41_kostu_882,Lilliputa,1,0,20,20000
1304,41_kostu_993,Oceania,0,1,30,30000
1304,41_kostu_269,Lilliputa,1,0,20,20000
1305,41_kostu_381,Mordor,1,0,20,20000
1305,41_kostu_346,Oceania,0,1,30,30000
1305,41_kostu_531,Neverland,1,0,20,20000
1305,41_kostu_883,Lilliputa,0,1,30,30000
1305,41_kostu_262,Lilliputa,1,0,20,20000
1305,41_kostu_668,Mordor,0,1,30,30000
1305,41_kostu_639,Lilliputa,1,0,20,20000
1308,41_kostu_534,Lilliputa,1,0,20,20000
1308,41_kostu_851,Neverland,0,1,30,30000
1308,41_kostu_396,Neverland,0,1,30,30000
1308,41_kostu_629,Mordor,1,0,20,20000
1308,41_kostu_221,Neverland,0,1,30,30000
1308,41_kostu_751,Lilliputa,1,0,20,20000
1308,41_kostu_522,Oceania,0,1,30,30000
1313,41_kostu_254,Oceania,0,1,30,30000
1313,41_kostu_969,Lilliputa,0,1,30,30000
1313,41_kostu_430,Mordor,0,1,30,30000
1313,41_kostu_046,Neverland,1,0,20,20000
1313,41_kostu_401,Lilliputa,1,0,20,20000
1313,41_kostu_298,Mordor,1,0,20,20000
1318,41_kostu_376,Neverland,1,0,20,20000
1318,41_kostu_165,Lilliputa,0,1,30,30000
1318,41_kostu_161,Neverland,0,1,30,30000
1318,41_kostu_738,Lilliputa,0,1,30,30000
1318,41_kostu_881,Neverland,1,0,20,20000
1318,41_kostu_957,Neverland,1,0,20,20000
1318,41_kostu_235,Oceania,1,0,20,20000
1319,41_kostu_038,Neverland,1,0,20,20000
1319,41_kostu_599,Lilliputa,0,1,30,30000
1319,41_kostu_342,Mordor,1,0,20,20000
1319,41_kostu_876,Mordor,0,1,30,30000
1319,41_kostu_854,Mordor,1,0,20,20000
1319,41_kostu_304,Neverland,0,1,30,30000
1319,41_kostu_327,Oceania,0,1,30,30000
1320,41_kostu_329,Mordor,1,0,20,20000
1320,41_kostu_548,Neverland,0,1,30,30000
1320,41_kostu_161,Mordor,0,1,30,30000
1325,41_kostu_222,Mordor,0,1,30,30000
1328,41_kostu_831,Neverland,0,1,30,30000
1333,41_kostu_234,Mordor,0,1,30,30000
1333,41_kostu_893,Lilliputa,0,1,30,30000
1333,41_kostu_133,Neverland,0,1,30,30000
1333,41_kostu_397,Mordor,0,1,30,30000
1335,41_kostu_719,Oceania,1,0,20,20000
1339,41_kostu_085,Mordor,0,1,30,30000
1339,41_kostu_444,Oceania,1,0,20,20000
1343,41_kostu_835,Neverland,0,1,30,30000
1343,41_kostu_945,Neverland,1,0,20,20000
1343,41_kostu_996,Neverland,0,1,30,30000
1343,41_kostu_134,Oceania,0,1,30,30000
1343,41_kostu_920,Oceania,0,1,30,30000
1343,41_kostu_326,Oceania,1,0,20,20000
1343,41_kostu_552,Lilliputa,0,1,30,30000
1346,41_kostu_427,Mordor,1,0,20,20000
1348,41_kostu_500,Oceania,0,1,30,30000
1348,41_kostu_762,Lilliputa,0,1,30,30000
1348,41_kostu_402,Neverland,1,0,20,20000
1348,41_kostu_536,Neverland,0,1,30,30000
1348,41_kostu_655,Neverland,1,0,20,20000
1348,41_kostu_877,Neverland,1,0,20,20000
1350,41_kostu_553,Mordor,1,0,20,20000
1350,41_kostu_753,Oceania,0,1,30,30000
1350,41_kostu_801,Oceania,1,0,20,20000
1350,41_kostu_184,Neverland,1,0,20,20000
1351,41_kostu_888,Neverland,1,0,20,20000
1351,41_kostu_321,Neverland,0,1,30,30000
1355,41_kostu_228,Oceania,1,0,20,20000
1355,41_kostu_829,Neverland,0,1,30,30000
1359,41_kostu_382,Mordor,1,0,20,20000
1364,41_kostu_900,Mordor,0,1,30,30000
1364,41_kostu_699,Neverland,1,0,20,20000
1364,41_kostu_876,Lilliputa,1,0,20,20000
1364,41_kostu_978,Lilliputa,1,0,20,20000
1369,41_kostu_993,Lilliputa,1,0,20,20000
1369,41_kostu_081,Mordor,1,0,20,20000
1369,41_kostu_555,Lilliputa,1,0,20,20000
1369,41_kostu_432,Lilliputa,0,1,30,30000
1369,41_kostu_421,Lilliputa,0,1,30,30000
1369,41_kostu_845,Lilliputa,1,0,20,20000
1374,41_kostu_310,Oceania,1,0,20,20000
1374,41_kostu_348,Lilliputa,1,0,20,20000
1374,41_kostu_340,Neverland,0,1,30,30000
1374,41_kostu_147,Mordor,0,1,30,30000
1377,41_kostu_648,Mordor,0,1,30,30000
1377,41_kostu_659,Oceania,1,0,20,20000
1377,41_kostu_012,Neverland,0,1,30,30000
1377,41_kostu_231,Oceania,1,0,20,20000
1377,41_kostu_090,Neverland,1,0,20,20000
1381,41_kostu_340,Mordor,0,1,30,30000
1381,41_kostu_674,Lilliputa,1,0,20,20000
1381,41_kostu_698,Oceania,1,0,20,20000
1381,41_kostu_353,Mordor,0,1,30,30000
1381,41_kostu_299,Lilliputa,1,0,20,20000
1386,41_kostu_227,Lilliputa,1,0,20,20000
1386,41_kostu_185,Oceania,0,1,30,30000
1386,41_kostu_608,Oceania,1,0,20,20000
1386,41_kostu_440,Neverland,0,1,30,30000
1387,41_kostu_605,Neverland,1,0,20,20000
1391,41_kostu_549,Mordor,1,0,20,20000
1391,41_kostu_833,Oceania,0,1,30,30000
1391,41_kostu_184,Mordor,1,0,20,20000
1391,41_kostu_512,Oceania,0,1,30,30000
1391,41_kostu_105,Neverland,0,1,30,30000
1391,41_kostu_246,Oceania,1,0,20,20000
1396,41_kostu_046,Lilliputa,1,0,20,20000
1396,41_kostu_137,Neverland,0,1,30,30000
1396,41_kostu_116,Neverland,1,0,20,20000
1396,41_kostu_495,Mordor,0,1,30,30000
1401,41_kostu_106,Lilliputa,1,0,20,20000
1401,41_kostu_519,Neverland,0,1,30,30000
1401,41_kostu_779,Mordor,0,1,30,30000
1406,41_kostu_389,Oceania,1,0,20,20000
1410,41_kostu_905,Oceania,1,0,20,20000
1410,41_kostu_545,Neverland,1,0,20,20000
1410,41_kostu_697,Mordor,0,1,30,30000
1410,41_kostu_389,Oceania,1,0,20,20000
1415,41_kostu_996,Mordor,1,0,20,20000
1415,41_kostu_170,Mordor,0,1,30,30000
1415,41_kostu_738,Neverland,0,1,30,30000
1415,41_kostu_239,Oceania,1,0,20,20000
1415,41_kostu_142,Mordor,1,0,20,20000
1415,41_kostu_916,Mordor,0,1,30,30000
1415,41_kostu_246,Oceania,1,0,20,20000
1419,41_kostu_406,Lilliputa,1,0,20,20000
1419,41_kostu_419,Oceania,1,0,20,20000
1419,41_kostu_599,Neverland,0,1,30,30000
1419,41_kostu_710,Neverland,0,1,30,30000
1421,41_kostu_775,Oceania,1,0,20,20000
1421,41_kostu_282,Neverland,1,0,20,20000
1424,41_kostu_190,Lilliputa,0,1,30,30000
1424,41_kostu_251,Neverland,0,1,30,30000
1424,41_kostu_016,Neverland,1,0,20,20000
1427,41_kostu_333,Lilliputa,0,1,30,30000
1430,41_kostu_804,Lilliputa,1,0,20,20000
1430,41_kostu_693,Neverland,0,1,30,30000
1430,41_kostu_932,Lilliputa,1,0,20,20000
1430,41_kostu_935,Oceania,0,1,30,30000
1430,41_kostu_978,Oceania,1,0,20,20000
1430,41_kostu_641,Mordor,0,1,30,30000
1432,41_kostu_919,Oceania,0,1,30,30000
1432,41_kostu_846,Mordor,0,1,30,30000
1432,41_kostu_277,Oceania,0,1,30,30000
1432,41_kostu_811,Oceania,1,0,20,20000
1436,41_kostu_742,Lilliputa,0,1,30,30000
1436,41_kostu_705,Lilliputa,1,0,20,20000
1436,41_kostu_096,Mordor,1,0,20,20000
1436,41_kostu_349,Neverland,0,1,30,30000
1436,41_kostu_701,Neverland,0,1,30,30000
1436,41_kostu_809,Lilliputa,1,0,20,20000
1436,41_kostu_217,Lilliputa,0,1,30,30000
1439,41_kostu_144,Lilliputa,1,0,20,20000
1439,41_kostu_634,Mordor,1,0,20,20000
1439,41_kostu_330,Neverland,0,1,30,30000
1439,41_kostu_038,Oceania,1,0,20,20000
1439,41_kostu_204,Oceania,1,0,20,20000
1440,41_kostu_251,Neverland,0,1,30,30000
1440,41_kostu_741,Oceania,0,1,30,30000
1440,41_kostu_022,Lilliputa,1,0,20,20000
1440,41_kostu_065,Oceania,1,0,20,20000
1440,41_kostu_077,Mordor,1,0,20,20000
1440,41_kostu_051,Lilliputa,1,0,20,20000
1445,41_kostu_806,Neverland,0,1,30,30000
1445,41_kostu_245,Neverland,0,1,30,30000
1445,41_kostu_848,Mordor,1,0,20,20000
1445,41_kostu_562,Mordor,1,0,20,20000
1445,41_kostu_999,Oceania,1,0,20,20000
1445,41_kostu_953,Lilliputa,0,1,30,30000
1447,41_kostu_026,Oceania,0,1,30,30000
1447,41_kostu_189,Oceania,0,1,30,30000
1447,41_kostu_068,Oceania,0,1,30,30000
1447,41_kostu_551,Lilliputa,1,0,20,20000
1447,41_kostu_269,Mordor,0,1,30,30000
1447,41_kostu_516,Lilliputa,0,1,30,30000
1447,41_kostu_922,Oceania,0,1,30,30000
1449,41_kostu_751,Mordor,1,0,20,20000
1449,41_kostu_810,Mordor,1,0,20,20000
1449,41_kostu_289,Neverland,0,1,30,30000
1450,41_kostu_105,Lilliputa,0,1,30,30000
1450,41_kostu_988,Oceania,1,0,20,20000
1450,41_kostu_179,Mordor,0,1,30,30000
1450,41_kostu_646,Lilliputa,1,0,20,20000
1450,41_kostu_198,Neverland,1,0,20,20000
1450,41_kostu_568,Lilliputa,0,1,30,30000
1453,41_kostu_048,Oceania,1,0,20,20000
1453,41_kostu_191,Neverland,1,0,20,20000
1453,41_kostu_619,Mordor,0,1,30,30000
1453,41_kostu_639,Neverland,1,0,20,20000
1453,41_kostu_054,Neverland,1,0,20,20000
1453,41_kostu_425,Lilliputa,0,1,30,30000
1453,41_kostu_987,Neverland,1,0,20,20000
1458,41_kostu_805,Mordor,0,1,30,30000
1458,41_kostu_945,Neverland,0,1,30,30000
1458,41_kostu_057,Lilliputa,1,0,20,20000
1458,41_kostu_480,Mordor,0,1,30,30000
1458,41_kostu_933,Lilliputa,1,0,20,20000
1460,41_kostu_191,Lilliputa,0,1,30,30000
1460,41_kostu_310,Oceania,0,1,30,30000
1460,41_kostu_908,Oceania,1,0,20,20000
1460,41_kostu_027,Oceania,0,1,30,30000
1462,41_kostu_242,Oceania,1,0,20,20000
1462,41_kostu_729,Mordor,0,1,30,30000
1462,41_kostu_376,Mordor,1,0,20,20000
1462,41_kostu_359,Mordor,0,1,30,30000
1462,41_kostu_613,Neverland,0,1,30,30000
1465,41_kostu_513,Oceania,1,0,20,20000
1465,41_kostu_683,Neverland,1,0,20,20000
1465,41_kostu_441,Neverland,0,1,30,30000
1465,41_kostu_693,Neverland,0,1,30,30000
1465,41_kostu_677,Mordor,1,0,20,20000
1465,41_kostu_937,Neverland,1,0,20,20000
1465,41_kostu_106,Oceania,1,0,20,20000
1468,41_kostu_395,Neverland,0,1,30,30000
1468,41_kostu_525,Lilliputa,0,1,30,30000
1468,41_kostu_291,Lilliputa,1,0,20,20000
1468,41_kostu_015,Lilliputa,1,0,20,20000
1468,41_kostu_431,Lilliputa,1,0,20,20000
1468,41_kostu_953,Oceania,1,0,20,20000
1468,41_kostu_274,Mordor,1,0,20,20000
1469,41_kostu_124,Lilliputa,1,0,20,20000
1471,41_kostu_286,Neverland,1,0,20,20000
1471,41_kostu_450,Oceania,0,1,30,30000
1471,41_kostu_776,Oceania,0,1,30,30000
1471,41_kostu_784,Oceania,1,0,20,20000
1471,41_kostu_814,Neverland,0,1,30,30000
1471,41_kostu_830,Neverland,1,0,20,20000
1472,41_kostu_998,Neverland,1,0,20,20000
1472,41_kostu_656,Mordor,1,0,20,20000
1472,41_kostu_190,Mordor,0,1,30,30000
1472,41_kostu_759,Lilliputa,0,1,30,30000
1472,41_kostu_954,Oceania,1,0,20,20000
1472,41_kostu_391,Lilliputa,1,0,20,20000
1473,41_kostu_912,Mordor,0,1,30,30000
1473,41_kostu_392,Oceania,0,1,30,30000
1473,41_kostu_141,Neverland,1,0,20,20000
1474,41_kostu_916,Lilliputa,0,1,30,30000
1474,41_kostu_803,Oceania,0,1,30,30000
1474,41_kostu_169,Mordor,1,0,20,20000
1474,41_kostu_284,Oceania,0,1,30,30000
1474,41_kostu_304,Neverland,1,0,20,20000
1474,41_kostu_565,Neverland,0,1,30,30000
1474,41_kostu_635,Mordor,1,0,20,20000
1477,41_kostu_120,Oceania,0,1,30,30000
1477,41_kostu_068,Lilliputa,0,1,30,30000
1482,41_kostu_904,Mordor,0,1,30,30000
1482,41_kostu_988,Lilliputa,0,1,30,30000
1482,41_kostu_557,Lilliputa,1,0,20,20000
1482,41_kostu_974,Neverland,1,0,20,20000
1482,41_kostu_896,Mordor,1,0,20,20000
1485,41_kostu_328,Mordor,1,0,20,20000
1485,41_kostu_325,Mordor,1,0,20,20000
1485,41_kostu_283,Lilliputa,0,1,30,30000
1485,41_kostu_824,Neverland,1,0,20,20000
1488,41_kostu_567,Lilliputa,1,0,20,20000
1488,41_kostu_536,Mordor,0,1,30,30000
1488,41_kostu_589,Lilliputa,1,0,20,20000
1488,41_kostu_228,Oceania,1,0,20,20000
1492,41_kostu_315,Mordor,0,1,30,30000
1493,41_kostu_810,Neverland,1,0,20,20000
1493,41_kostu_866,Oceania,1,0,20,20000
1493,41_kostu_538,Oceania,0,1,30,30000
1493,41_kostu_349,Mordor,1,0,20,20000
1493,41_kostu_870,Mordor,0,1,30,30000
1493,41_kostu_452,Mordor,1,0,20,20000
1495,41_kostu_747,Mordor,0,1,30,30000
1495,41_kostu_260,Neverland,0,1,30,30000
1499,41_kostu_836,Oceania,0,1,30,30000
1499,41_kostu_478,Oceania,1,0,20,20000
1499,41_kostu_690,Neverland,0,1,30,30000
1499,41_kostu_923,Lilliputa,0,1,30,30000
1499,41_kostu_965,Oceania,0,1,30,30000
1499,41_kostu_318,Oceania,0,1,30,30000
1503,41_kostu_399,Lilliputa,1,0,20,20000
1503,41_kostu_808,Mordor,1,0,20,20000
1503,41_kostu_319,Neverland,0,1,30,30000
1503,41_kostu_910,Mordor,1,0,20,20000
1503,41_kostu_751,Lilliputa,0,1,30,30000
1503,41_kostu_350,Lilliputa,0,1,30,30000
1508,41_kostu_409,Mordor,1,0,20,20000
1508,41_kostu_464,Neverland,1,0,20,20000
1513,41_kostu_702,Oceania,0,1,30,30000
1517,41_kostu_476,Mordor,1,0,20,20000
1517,41_kostu_636,Mordor,1,0,20,20000
1517,41_kostu_771,Oceania,0,1,30,30000
1517,41_kostu_683,Lilliputa,0,1,30,30000
1517,41_kostu_515,Mordor,0,1,30,30000
1517,41_kostu_096,Lilliputa,1,0,20,20000
1517,41_kostu_146,Lilliputa,0,1,30,30000
1521,41_kostu_424,Neverland,1,0,20,20000
1521,41_kostu_114,Oceania,1,0,20,20000
1521,41_kostu_331,Neverland,1,0,20,20000
1521,41_kostu_475,Neverland,0,1,30,30000
1521,41_kostu_008,Mordor,0,1,30,30000
1525,41_kostu_822,Mordor,1,0,20,20000
1525,41_kostu_346,Neverland,0,1,30,30000
1527,41_kostu_908,Mordor,1,0,20,20000
1527,41_kostu_544,Lilliputa,0,1,30,30000
1529,41_kostu_213,Mordor,0,1,30,30000
1529,41_kostu_140,Lilliputa,0,1,30,30000
1529,41_kostu_898,Oceania,1,0,20,20000
1529,41_kostu_820,Mordor,1,0,20,20000
1529,41_kostu_625,Neverland,0,1,30,30000
1529,41_kostu_504,Mordor,0,1,30,30000
1530,41_kostu_711,Lilliputa,1,0,20,20000
1530,41_kostu_737,Oceania,1,0,20,20000
1530,41_kostu_410,Lilliputa,0,1,30,30000
1530,41_kostu_052,Oceania,1,0,20,20000
1530,41_kostu_799,Mordor,0,1,30,30000
1530,41_kostu_112,Lilliputa,1,0,20,20000
1530,41_kostu_206,Oceania,0,1,30,30000
1535,41_kostu_110,Oceania,1,0,20,20000
1535,41_kostu_624,Mordor,0,1,30,30000
1535,41_kostu_723,Neverland,0,1,30,30000
1535,41_kostu_009,Neverland,0,1,30,30000
1535,41_kostu_039,Oceania,1,0,20,20000
1535,41_kostu_518,Lilliputa,0,1,30,30000
1535,41_kostu_904,Mordor,1,0,20,20000
1539,41_kostu_231,Lilliputa,1,0,20,20000
1539,41_kostu_660,Lilliputa,1,0,20,20000
1539,41_kostu_139,Neverland,1,0,20,20000
1543,41_kostu_350,Lilliputa,1,0,20,20000
1543,41_kostu_470,Oceania,0,1,30,30000
1543,41_kostu_727,Oceania,1,0,20,20000
1547,41_kostu_177,Mordor,1,0,20,20000
1547,41_kostu_789,Neverland,1,0,20,20000
1548,41_kostu_925,Neverland,0,1,30,30000
1548,41_kostu_167,Oceania,0,1,30,30000
1548,41_kostu_934,Oceania,1,0,20,20000
1548,41_kostu_821,Mordor,1,0,20,20000
1551,41_kostu_021,Neverland,1,0,20,20000
1551,41_kostu_248,Mordor,1,0,20,20000
1554,41_kostu_669,Mordor,0,1,30,30000
1554,41_kostu_121,Oceania,0,1,30,30000
1554,41_kostu_947,Oceania,1,0,20,20000
1554,41_kostu_900,Neverland,1,0,20,20000
1554,41_kostu_397,Mordor,1,0,20,20000
1554,41_kostu_338,Mordor,1,0,20,20000
1559,41_kostu_730,Lilliputa,0,1,30,30000
1564,41_kostu_274,Oceania,1,0,20,20000
1564,41_kostu_676,Lilliputa,0,1,30,30000
1565,41_kostu_824,Oceania,1,0,20,20000
1565,41_kostu_496,Oceania,1,0,20,20000
1565,41_kostu_871,Oceania,1,0,20,20000
1567,41_kostu_780,Oceania,1,0,20,20000
1572,41_kostu_839,Oceania,1,0,20,20000
1572,41_kostu_942,Neverland,1,0,20,20000
1574,41_kostu_667,Neverland,1,0,20,20000
1574,41_kostu_638,Lilliputa,0,1,30,30000
1577,41_kostu_137,Lilliputa,0,1,30,30000
1577,41_kostu_400,Oceania,0,1,30,30000
1582,41_kostu_786,Neverland,1,0,20,20000
1582,41_kostu_905,Oceania,1,0,20,20000
1582,41_kostu_196,Mordor,1,0,20,20000
1582,41_kostu_979,Lilliputa,0,1,30,30000
1582,41_kostu_828,Oceania,1,0,20,20000
1587,41_kostu_570,Mordor,0,1,30,30000
1587,41_kostu_832,Lilliputa,1,0,20,20000
1587,41_kostu_478,Lilliputa,1,0,20,20000
1587,41_kostu_487,Neverland,0,1,30,30000
1587,41_kostu_003,Mordor,0,1,30,30000
1587,41_kostu_925,Oceania,0,1,30,30000
1592,41_kostu_494,Oceania,0,1,30,30000
1592,41_kostu_183,Neverland,1,0,20,20000
1592,41_kostu_633,Mordor,1,0,20,20000
1592,41_kostu_449,Oceania,0,1,30,30000
1592,41_kostu_634,Oceania,0,1,30,30000
1594,41_kostu_542,Neverland,0,1,30,30000
1596,41_kostu_390,Neverland,1,0,20,20000
1596,41_kostu_840,Oceania,1,0,20,20000
1596,41_kostu_221,Neverland,1,0,20,20000
1596,41_kostu_452,Oceania,1,0,20,20000
1596,41_kostu_224,Lilliputa,0,1,30,30000
1596,41_kostu_524,Lilliputa,1,0,20,20000
1596,41_kostu_109,Neverland,1,0,20,20000
1600,41_kostu_837,Mordor,1,0,20,20000
1605,41_kostu_836,Mordor,0,1,30,30000
1605,41_kostu_695,Neverland,0,1,30,30000
1605,41_kostu_137,Lilliputa,0,1,30,30000
1605,41_kostu_067,Lilliputa,0,1,30,30000
1605,41_kostu_511,Lilliputa,1,0,20,20000
1605,41_kostu_068,Mordor,1,0,20,20000
1608,41_kostu_855,Oceania,0,1,30,30000
1608,41_kostu_267,Lilliputa,1,0,20,20000
1609,41_kostu_652,Lilliputa,0,1,30,30000
1609,41_kostu_034,Lilliputa,1,0,20,20000
1609,41_kostu_135,Neverland,1,0,20,20000
1609,41_kostu_459,Oceania,0,1,30,30000
1609,41_kostu_695,Neverland,1,0,20,20000
1613,41_kostu_667,Lilliputa,1,0,20,20000
1617,41_kostu_229,Mordor,0,1,30,30000
1620,41_kostu_768,Neverland,0,1,30,30000
1620,41_kostu_221,Mordor,0,1,30,30000
1620,41_kostu_784,Mordor,1,0,20,20000
1620,41_kostu_347,Lilliputa,1,0,20,20000
1620,41_kostu_815,Neverland,1,0,20,20000
1620,41_kostu_404,Neverland,1,0,20,20000
1625,41_kostu_411,Mordor,0,1,30,30000
1625,41_kostu_541,Neverland,1,0,20,20000
1629,41_kostu_377,Lilliputa,0,1,30,30000
1630,41_kostu_937,Neverland,1,0,20,20000
1630,41_kostu_059,Neverland,0,1,30,30000
1630,41_kostu_377,Lilliputa,0,1,30,30000
1630,41_kostu_148,Mordor,1,0,20,20000
1632,41_kostu_913,Lilliputa,0,1,30,30000
1632,41_kostu_735,Neverland,0,1,30,30000
1632,41_kostu_919,Oceania,1,0,20,20000
1636,41_kostu_088,Oceania,0,1,30,30000
1636,41_kostu_212,Lilliputa,1,0,20,20000
1636,41_kostu_740,Mordor,0,1,30,30000
1640,41_kostu_686,Oceania,1,0,20,20000
1642,41_kostu_353,Mordor,0,1,30,30000
1642,41_kostu_405,Lilliputa,0,1,30,30000
1642,41_kostu_382,Lilliputa,1,0,20,20000
1642,41_kostu_833,Mordor,0,1,30,30000
1642,41_kostu_336,Lilliputa,0,1,30,30000
1642,41_kostu_924,Lilliputa,1,0,20,20000
1645,41_kostu_022,Oceania,1,0,20,20000
1647,41_kostu_439,Oceania,1,0,20,20000
1647,41_kostu_715,Neverland,0,1,30,30000
1647,41_kostu_098,Lilliputa,1,0,20,20000
1647,41_kostu_141,Oceania,0,1,30,30000
1647,41_kostu_518,Lilliputa,0,1,30,30000
1647,41_kostu_123,Oceania,1,0,20,20000
1647,41_kostu_331,Lilliputa,0,1,30,30000
1652,41_kostu_955,Neverland,1,0,20,20000
1652,41_kostu_839,Mordor,1,0,20,20000
1652,41_kostu_499,Lilliputa,0,1,30,30000
1652,41_kostu_695,Mordor,1,0,20,20000
1652,41_kostu_665,Neverland,0,1,30,30000
1652,41_kostu_606,Neverland,1,0,20,20000
1652,41_kostu_999,Lilliputa,1,0,20,20000
1657,41_kostu_477,Neverland,0,1,30,30000
1657,41_kostu_453,Oceania,1,0,20,20000
1657,41_kostu_626,Oceania,0,1,30,30000
1657,41_kostu_944,Lilliputa,1,0,20,20000
1657,41_kostu_140,Oceania,0,1,30,30000
1657,41_kostu_098,Oceania,0,1,30,30000
1657,41_kostu_669,Mordor,0,1,30,30000
1661,41_kostu_752,Neverland,0,1,30,30000
1661,41_kostu_700,Oceania,1,0,20,20000
1661,41_kostu_466,Mordor,1,0,20,20000
1665,41_kostu_270,Lilliputa,0,1,30,30000
1665,41_kostu_330,Neverland,1,0,20,20000
1665,41_kostu_238,Neverland,1,0,20,20000
1670,41_kostu_282,Lilliputa,1,0,20,20000
1670,41_kostu_383,Oceania,1,0,20,20000
1671,41_kostu_426,Neverland,0,1,30,30000
1673,41_kostu_884,Neverland,0,1,30,30000
1673,41_kostu_191,Mordor,1,0,20,20000
1673,41_kostu_125,Oceania,0,1,30,30000
1673,41_kostu_920,Oceania,0,1,30,30000
1673,41_kostu_779,Neverland,0,1,30,30000
1673,41_kostu_633,Neverland,1,0,20,20000
1678,41_kostu_335,Oceania,1,0,20,20000
1678,41_kostu_573,Neverland,0,1,30,30000
1678,41_kostu_907,Oceania,1,0,20,20000
1678,41_kostu_644,Mordor,0,1,30,30000
1679,41_kostu_701,Neverland,0,1,30,30000
1679,41_kostu_492,Mordor,1,0,20,20000
1679,41_kostu_153,Mordor,1,0,20,20000
1682,41_kostu_565,Neverland,1,0,20,20000
1682,41_kostu_514,Oceania,0,1,30,30000
1682,41_kostu_949,Lilliputa,0,1,30,30000
1682,41_kostu_838,Neverland,0,1,30,30000
1682,41_kostu_762,Neverland,1,0,20,20000
1684,41_kostu_603,Lilliputa,0,1,30,30000
1684,41_kostu_630,Oceania,0,1,30,30000
1684,41_kostu_158,Neverland,0,1,30,30000
1686,41_kostu_940,Oceania,1,0,20,20000
1689,41_kostu_297,Lilliputa,1,0,20,20000
1689,41_kostu_425,Mordor,0,1,30,30000
1689,41_kostu_828,Neverland,1,0,20,20000
1689,41_kostu_922,Oceania,1,0,20,20000
1689,41_kostu_250,Oceania,1,0,20,20000
1691,41_kostu_874,Mordor,1,0,20,20000
1691,41_kostu_121,Mordor,0,1,30,30000
1691,41_kostu_607,Oceania,1,0,20,20000
1691,41_kostu_414,Mordor,1,0,20,20000
1691,41_kostu_032,Neverland,1,0,20,20000
1695,41_kostu_138,Neverland,1,0,20,20000
1695,41_kostu_558,Mordor,0,1,30,30000
1695,41_kostu_461,Mordor,0,1,30,30000
1695,41_kostu_818,Oceania,0,1,30,30000
1695,41_kostu_237,Lilliputa,0,1,30,30000
1695,41_kostu_363,Mordor,1,0,20,20000
1697,41_kostu_237,Mordor,0,1,30,30000
1697,41_kostu_861,Lilliputa,1,0,20,20000
1697,41_kostu_114,Lilliputa,0,1,30,30000
1700,41_kostu_432,Lilliputa,0,1,30,30000
1700,41_kostu_067,Mordor,0,1,30,30000
1700,41_kostu_572,Neverland,0,1,30,30000
1700,41_kostu_666,Oceania,0,1,30,30000
1700,41_kostu_729,Mordor,1,0,20,20000
1700,41_kostu_425,Lilliputa,1,0,20,20000
1700,41_kostu_554,Mordor,1,0,20,20000
1703,41_kostu_746,Neverland,0,1,30,30000
1703,41_kostu_580,Lilliputa,1,0,20,20000
1703,41_kostu_745,Neverland,0,1,30,30000
1703,41_kostu_279,Mordor,0,1,30,30000
1708,41_kostu_046,Lilliputa,0,1,30,30000
1708,41_kostu_196,Neverland,0,1,30,30000
1708,41_kostu_729,Mordor,1,0,20,20000
1708,41_kostu_947,Oceania,0,1,30,30000
1708,41_kostu_075,Mordor,1,0,20,20000
1708,41_kostu_276,Oceania,1,0,20,20000
1708,41_kostu_295,Lilliputa,0,1,30,30000
1711,41_kostu_274,Lilliputa,1,0,20,20000
1712,41_kostu_735,Oceania,0,1,30,30000
1712,41_kostu_605,Oceania,0,1,30,30000
1712,41_kostu_420,Neverland,0,1,30,30000
1716,41_kostu_745,Mordor,0,1,30,30000
1717,41_kostu_765,Oceania,1,0,20,20000
1717,41_kostu_577,Mordor,1,0,20,20000
1721,41_kostu_742,Neverland,0,1,30,30000
1721,41_kostu_698,Mordor,0,1,30,30000
1721,41_kostu_840,Mordor,1,0,20,20000
1721,41_kostu_078,Lilliputa,0,1,30,30000
1725,41_kostu_910,Lilliputa,0,1,30,30000
1725,41_kostu_191,Lilliputa,1,0,20,20000
1725,41_kostu_183,Neverland,1,0,20,20000
1725,41_kostu_499,Mordor,1,0,20,20000
1725,41_kostu_052,Lilliputa,0,1,30,30000
1725,41_kostu_982,Mordor,0,1,30,30000
1725,41_kostu_450,Lilliputa,1,0,20,20000
1726,41_kostu_980,Neverland,0,1,30,30000
1726,41_kostu_777,Oceania,0,1,30,30000
1726,41_kostu_901,Mordor,1,0,20,20000
1729,41_kostu_535,Mordor,0,1,30,30000
1729,41_kostu_392,Neverland,0,1,30,30000
1733,41_kostu_143,Lilliputa,1,0,20,20000
1733,41_kostu_977,Mordor,1,0,20,20000
1733,41_kostu_992,Lilliputa,1,0,20,20000
1733,41_kostu_701,Lilliputa,1,0,20,20000
1733,41_kostu_825,Lilliputa,0,1,30,30000
1733,41_kostu_701,Mordor,0,1,30,30000
1734,41_kostu_175,Neverland,0,1,30,30000
1737,41_kostu_090,Neverland,1,0,20,20000
1737,41_kostu_334,Lilliputa,0,1,30,30000
1737,41_kostu_792,Oceania,1,0,20,20000
1737,41_kostu_969,Mordor,0,1,30,30000
